Country,Year,Life_Expectancy,Adult_Mortality,Infant_Deaths,Alcohol,Percentage_Expenditure,Bmi,Under-Five_Deaths,Polio,Total_Expenditure,Diphtheria,Hiv/Aids,Thinness__1-19_Years,Thinness_5-9_Years,Income_Composition_Of_Resources,Schooling,Status_num,LifeExp_Category,Polio_Binned
124,2007,68.5,166.0,9,3.13,0.0,28.7,12,99.0,5.755,92.0,0.1,5.5,5.5,0.677,12.3,0,1,4
124,2006,68.5,165.0,10,3.28,0.0,28.2,12,98.0,5.755,89.0,0.1,5.6,5.6,0.677,12.3,0,1,4
124,2005,68.5,165.0,10,3.21,0.0,27.7,13,97.0,5.755,79.0,0.1,5.7,5.7,0.677,12.3,0,1,4
124,2004,68.4,165.0,11,3.13,0.0,27.2,14,99.0,5.755,72.0,0.1,5.7,5.7,0.677,12.3,0,1,4
124,2003,68.1,165.0,12,3.13,0.0,26.7,15,99.0,5.755,68.0,0.1,5.8,5.8,0.677,12.3,0,1,4
124,2002,67.6,167.0,14,3.08,0.0,26.2,18,99.0,5.755,64.0,0.1,5.9,5.9,0.677,12.3,0,1,4
124,2001,66.6,177.0,16,2.53,0.0,25.7,21,98.0,5.755,62.0,0.1,5.9,6.0,0.677,12.3,0,1,4
124,2000,65.4,192.0,18,3.52,0.0,25.2,25,93.0,5.755,56.0,0.1,6.0,6.0,0.677,12.3,0,1,4
44,2015,59.8,258.0,236,3.755,0.0,21.6,308,78.0,5.755,81.0,1.1,9.5,9.3,0.677,12.3,0,0,2
44,2014,59.3,266.0,237,0.01,0.0,21.1,312,79.0,4.33,8.0,1.1,9.7,9.5,0.677,12.3,0,0,2
44,2013,58.8,272.0,238,0.01,0.0,2.6,314,74.0,3.89,74.0,1.2,9.9,9.6,0.677,12.3,0,0,2
44,2012,58.3,277.0,239,0.01,0.0,2.1,317,76.0,3.77,75.0,1.5,1.0,9.8,0.677,12.3,0,0,2
44,2011,57.9,278.0,239,1.82,0.0,19.6,319,77.0,3.53,74.0,1.6,1.2,1.0,0.677,12.3,0,0,2
44,2010,57.4,283.0,239,1.81,0.0,19.1,321,76.0,4.4,6.0,1.6,1.4,1.2,0.677,12.3,0,0,2
44,2009,56.7,292.0,238,2.13,0.0,18.6,323,78.0,5.61,72.0,1.7,1.6,1.4,0.677,12.3,0,0,2
44,2008,56.3,295.0,237,2.09,0.0,18.2,324,64.0,4.46,65.0,1.8,1.8,1.7,0.677,12.3,0,0,2
44,2007,55.7,299.0,236,1.52,0.0,17.8,326,72.0,3.61,7.0,1.9,11.1,1.9,0.677,12.3,0,0,2
44,2006,55.0,36.0,235,1.53,0.0,17.3,327,62.0,3.39,62.0,2.0,11.3,11.1,0.677,12.3,0,0,2
44,2005,54.3,314.0,233,1.43,0.0,16.9,329,6.0,3.14,6.0,2.0,11.5,11.3,0.677,12.3,0,0,0
44,2004,53.5,323.0,232,1.44,0.0,16.5,330,52.0,3.34,54.0,2.1,11.7,11.5,0.677,12.3,0,0,1
44,2003,52.8,332.0,231,1.83,0.0,16.1,331,47.0,3.2,41.0,2.2,11.9,11.7,0.677,12.3,0,0,1
44,2002,52.1,341.0,229,1.85,0.0,15.7,331,4.0,2.59,38.0,2.4,12.1,11.9,0.677,12.3,0,0,0
44,2001,51.8,34.0,227,1.9,0.0,15.3,332,3.0,2.67,3.0,2.4,12.2,12.1,0.677,12.3,0,0,0
44,2000,51.3,346.0,226,1.98,0.0,14.9,332,42.0,1.45,4.0,2.5,12.4,12.3,0.677,12.3,0,0,1
45,2015,86.0,71.0,0,3.755,0.0,58.8,0,93.0,5.755,93.0,0.1,1.1,0.9,0.923,19.2,1,2,4
45,2014,84.0,73.0,0,9.64,10468.76292,58.4,0,94.0,1.8,94.0,0.1,1.1,0.9,0.926,19.2,1,2,4
45,2013,81.0,75.0,0,9.5,10261.763,58.1,0,94.0,11.25,94.0,0.1,1.1,0.9,0.924,18.7,1,2,4
45,2012,80.0,76.0,0,9.26,928.4170785,57.7,0,94.0,1.98,94.0,0.1,1.1,0.9,0.922,18.4,1,1,4
45,2011,79.7,79.0,0,10.47,10251.10872,57.4,0,91.0,1.87,91.0,0.1,1.1,0.9,0.91,16.9,1,1,4
45,2010,79.2,84.0,0,10.28,954.4865933,57.0,0,9.0,11.8,9.0,0.1,1.1,0.9,0.906,16.8,1,1,0
45,2009,78.9,86.0,0,10.08,9765.616994,56.6,0,89.0,11.47,89.0,0.1,1.1,0.9,0.906,16.8,1,1,4
45,2008,78.8,88.0,0,10.7,10761.18209,56.3,0,88.0,1.18,88.0,0.1,1.1,0.9,0.906,16.8,1,1,4
45,2007,78.4,93.0,0,10.99,9703.068121,55.9,0,87.0,9.99,87.0,0.1,1.2,0.9,0.904,16.7,1,1,4
45,2006,78.1,93.0,0,11.02,850.9544783,55.4,0,93.0,9.92,93.0,0.1,1.2,0.9,0.902,16.9,1,1,4
45,2005,78.1,92.0,0,11.28,7627.412444,55.0,0,93.0,9.77,93.0,0.1,1.2,1.0,0.897,16.6,1,1,4
45,2004,77.7,98.0,0,11.27,6948.839868,54.4,0,95.0,9.67,95.0,0.1,1.2,1.0,0.893,16.5,1,1,4
45,2003,77.3,11.0,0,11.54,650.9813544,53.9,0,96.0,9.51,96.0,0.1,1.2,1.0,0.882,16.3,1,1,4
45,2002,77.0,14.0,0,11.34,4801.546125,53.3,0,98.0,9.33,98.0,0.1,1.2,1.0,0.875,16.6,1,1,4
45,2001,77.0,12.0,0,11.56,530.4832336,52.8,0,97.0,9.1,97.0,0.1,1.3,1.0,0.862,16.2,1,1,4
45,2000,76.9,12.0,0,11.69,508.7496912,52.2,0,97.0,8.7,97.0,0.1,1.3,1.0,0.86,16.5,1,1,4
46,2015,63.5,241.0,1,3.755,0.0,35.0,1,84.0,5.755,84.0,2.1,5.6,5.4,0.47,6.3,0,1,4
46,2014,63.0,252.0,1,0.38,24.73299655,34.4,1,78.0,1.57,78.0,2.1,5.6,5.4,0.467,6.3,0,1,2
46,2013,62.7,256.0,1,0.53,229.4410095,33.8,2,82.0,9.14,82.0,2.1,5.6,5.4,0.464,6.3,0,1,4
46,2012,62.2,263.0,1,0.52,217.2125786,33.2,2,81.0,8.95,81.0,1.9,5.6,5.5,0.46,6.3,0,1,4
46,2011,61.8,268.0,1,0.39,20.35974738,32.7,2,87.0,8.71,87.0,2.7,5.6,5.5,0.451,5.9,0,1,4
46,2010,61.3,273.0,1,0.44,187.4960097,32.2,2,88.0,8.84,88.0,3.1,5.6,5.6,0.441,5.5,0,1,4
46,2009,69.0,279.0,1,0.49,177.2671607,31.7,2,89.0,8.37,89.0,3.2,5.7,5.6,0.436,5.3,0,1,4
46,2008,62.0,289.0,1,0.49,171.7686449,31.3,2,89.0,8.5,89.0,3.3,5.7,5.6,0.427,5.0,0,1,4
46,2007,59.8,296.0,1,0.45,20.86878709,3.9,2,88.0,7.72,88.0,3.5,5.8,5.7,0.416,4.5,0,0,4
46,2006,59.1,39.0,2,1.02,121.4812077,3.6,2,72.0,7.5,72.0,3.7,5.8,5.7,0.405,4.3,0,0,2
46,2005,58.6,318.0,2,1.23,12.70325933,3.2,2,71.0,7.21,71.0,3.9,5.9,5.8,0.396,4.0,0,0,2
46,2004,58.1,326.0,2,1.18,106.0354659,29.8,2,64.0,6.76,64.0,4.0,6.0,5.9,0.388,3.7,0,0,2
46,2003,58.0,325.0,2,1.02,94.13302875,29.4,2,68.0,6.22,68.0,4.2,6.1,5.9,0.378,3.5,0,0,2
46,2002,57.9,322.0,2,1.03,13.46662004,29.0,2,62.0,5.45,62.0,4.3,6.2,6.0,0.372,3.3,0,0,2
46,2001,57.7,323.0,2,0.95,92.4978948,28.6,2,49.0,5.37,53.0,4.3,6.3,6.1,0.363,2.9,0,0,1
46,2000,57.4,325.0,2,1.34,91.95075901,28.2,2,46.0,5.75,46.0,4.1,6.4,6.1,0.361,2.9,0,0,1
47,2013,72.1,144.0,0,0.01,11.41955507,58.4,0,96.0,5.58,96.0,0.1,2.7,2.6,0.721,12.7,0,1,4
48,2015,73.9,152.0,6,3.755,0.0,58.9,7,87.0,5.755,85.0,0.3,3.3,3.2,0.718,13.2,0,1,4
48,2014,73.6,154.0,6,5.92,1088.244952,57.9,7,9.0,4.38,91.0,0.3,3.3,3.2,0.712,13.2,0,1,0
48,2013,73.4,157.0,6,5.93,97.52211538,56.8,7,82.0,4.12,83.0,0.3,3.3,3.2,0.709,13.2,0,1,4
48,2012,72.1,174.0,6,5.93,857.1307037,55.8,7,85.0,4.26,85.0,0.4,3.3,3.2,0.706,13.1,0,1,4
48,2011,73.1,16.0,6,5.91,843.7876995,54.7,7,84.0,4.22,84.0,0.7,3.3,3.2,0.703,13.0,0,1,4
48,2010,72.7,166.0,6,6.02,664.5585242,53.6,8,85.0,4.6,88.0,0.9,3.3,3.3,0.697,12.9,0,1,4
48,2009,73.6,157.0,6,6.05,587.8828228,52.6,8,85.0,4.41,82.0,1.2,3.4,3.3,0.695,12.9,0,1,4
48,2008,73.3,161.0,6,6.12,49.09241952,51.5,8,86.0,4.2,82.0,1.4,3.4,3.3,0.692,12.8,0,1,4
48,2007,72.9,164.0,6,6.05,74.8217488,5.4,8,86.0,4.34,85.0,1.6,3.4,3.4,0.685,12.7,0,1,4
48,2006,72.3,178.0,7,6.2,352.9551269,49.3,8,88.0,4.34,89.0,1.8,3.5,3.4,0.677,12.6,0,1,4
48,2005,69.7,28.0,7,5.71,289.7418649,48.2,8,86.0,4.26,87.0,2.0,3.5,3.4,0.668,12.6,0,1,4
48,2004,69.3,214.0,7,5.16,182.6162515,47.2,8,66.0,4.28,79.0,2.1,3.6,3.5,0.666,12.5,0,1,2
48,2003,73.0,22.0,7,6.32,293.0196601,46.1,8,65.0,5.53,79.0,2.3,3.6,3.5,0.665,12.4,0,1,2
48,2002,71.4,189.0,7,6.43,4.67359227,45.1,8,74.0,5.79,82.0,2.4,3.7,3.6,0.66,12.3,0,1,2
48,2001,71.2,188.0,7,6.13,340.0239945,44.1,9,71.0,5.59,72.0,2.5,3.8,3.6,0.656,12.3,0,1,2
48,2000,72.0,176.0,7,6.58,44.79247812,43.1,9,71.0,5.9,78.0,2.5,3.8,3.7,0.651,12.2,0,1,2
49,2015,76.2,118.0,6,3.755,0.0,54.2,7,84.0,5.755,78.0,0.1,1.2,1.1,0.739,14.0,0,1,4
49,2014,76.0,121.0,6,3.82,79.11626341,53.5,7,84.0,9.16,83.0,0.1,1.2,1.1,0.737,14.0,0,1,4
49,2013,76.0,121.0,6,3.77,59.12850204,52.8,8,87.0,7.29,87.0,0.1,1.3,1.1,0.725,13.4,0,1,4
49,2012,75.5,127.0,7,3.92,41.88087712,52.1,8,85.0,6.48,87.0,0.1,1.3,1.2,0.717,13.3,0,1,4
49,2011,75.3,131.0,7,3.99,344.7412164,51.4,8,85.0,5.92,88.0,0.1,1.3,1.2,0.71,13.2,0,1,4
49,2010,75.0,134.0,7,3.95,367.9285652,5.7,8,88.0,5.9,91.0,0.1,1.3,1.2,0.703,13.1,0,1,4
49,2009,75.1,137.0,7,3.87,282.1440066,5.0,8,91.0,5.58,94.0,0.1,1.3,1.2,0.702,13.1,0,1,4
49,2008,74.6,139.0,7,3.76,197.9303077,49.3,9,94.0,5.66,96.0,0.1,1.3,1.2,0.698,13.0,0,1,4
49,2007,74.7,14.0,7,3.63,19.60467787,48.6,9,95.0,5.94,96.0,0.2,1.4,1.3,0.696,12.9,0,1,4
49,2006,74.4,144.0,8,3.52,19.13983284,47.9,9,92.0,5.86,96.0,0.3,1.4,1.3,0.693,12.8,0,1,4
49,2005,74.2,151.0,8,3.54,18.09317114,47.2,9,89.0,5.87,92.0,0.3,1.4,1.3,0.688,12.8,0,1,4
49,2004,74.4,148.0,8,3.65,16.37920405,46.5,9,9.0,6.22,88.0,0.3,1.5,1.3,0.682,12.7,0,1,0
49,2003,74.4,151.0,8,3.69,18.26183281,45.8,10,97.0,6.46,87.0,0.3,1.5,1.4,0.679,12.6,0,1,4
49,2002,73.6,157.0,8,3.88,187.3843511,45.1,10,88.0,4.62,88.0,0.3,1.5,1.4,0.675,12.5,0,1,4
49,2001,73.4,158.0,9,4.13,14.5887403,44.3,10,9.0,3.86,89.0,0.3,1.6,1.5,0.67,12.4,0,1,0
49,2000,72.8,163.0,9,3.99,84.17527008,43.6,11,83.0,3.38,87.0,0.3,1.6,1.5,0.668,12.4,0,1,4
50,2015,79.0,159.0,51,3.755,0.0,61.1,60,93.0,5.755,93.0,0.1,2.8,2.8,0.688,13.1,0,1,4
50,2014,78.0,161.0,53,0.21,0.0,6.2,62,94.0,5.64,94.0,0.1,2.8,2.8,0.686,13.1,0,1,4
50,2013,79.0,159.0,54,0.21,0.0,59.4,63,97.0,5.46,97.0,0.1,2.9,2.8,0.681,12.8,0,1,4
50,2012,72.0,165.0,54,0.23,0.0,58.6,64,93.0,5.29,93.0,0.1,2.9,2.8,0.673,12.4,0,1,4
50,2011,74.0,168.0,55,0.22,0.0,57.8,64,96.0,5.4,96.0,0.1,2.9,2.9,0.671,12.4,0,1,4
50,2010,70.0,173.0,54,0.22,0.0,57.0,64,97.0,4.8,97.0,0.1,3.0,2.9,0.665,12.2,0,1,4
50,2009,69.9,174.0,54,0.21,0.0,56.2,64,97.0,5.1,97.0,0.1,3.0,3.0,0.659,12.0,0,1,4
50,2008,69.8,172.0,54,0.24,0.0,55.5,65,97.0,4.82,97.0,0.1,3.1,3.0,0.651,11.9,0,1,4
50,2007,69.7,171.0,55,0.21,0.0,54.8,65,98.0,4.95,98.0,0.1,3.1,3.1,0.644,11.7,0,1,4
50,2006,69.5,175.0,55,0.18,0.0,54.2,66,98.0,5.24,98.0,0.1,3.2,3.1,0.636,11.5,0,1,4
50,2005,69.4,174.0,56,0.16,0.0,53.5,68,98.0,5.6,98.0,0.1,3.2,3.2,0.629,11.4,0,1,4
50,2004,69.0,176.0,57,0.16,0.0,52.9,70,97.0,5.21,97.0,0.1,3.3,3.2,0.623,11.2,0,1,4
50,2003,68.6,178.0,59,0.15,0.0,52.3,72,98.0,5.41,98.0,0.1,3.3,3.3,0.621,11.3,0,1,4
50,2002,68.7,177.0,61,0.15,0.0,51.8,75,97.0,5.97,97.0,0.1,3.4,3.4,0.617,11.2,0,1,4
50,2001,68.6,177.0,63,0.14,0.0,51.2,78,99.0,5.75,99.0,0.1,3.5,3.4,0.612,11.1,0,1,4
50,2000,68.8,171.0,65,0.14,0.0,5.7,82,98.0,5.55,98.0,0.1,3.6,3.5,0.606,11.0,0,1,4
51,2015,73.5,178.0,2,3.755,0.0,56.1,2,92.0,5.755,91.0,0.2,1.6,1.5,0.678,13.2,0,1,4
51,2014,73.3,181.0,2,2.52,665.7260253,55.4,2,93.0,6.77,94.0,0.2,1.6,1.6,0.676,13.2,0,1,4
51,2013,73.0,184.0,2,2.42,653.6925016,54.7,2,92.0,6.95,92.0,0.2,1.6,1.6,0.675,13.2,0,1,4
51,2012,73.0,181.0,2,2.48,591.7757569,54.1,2,93.0,6.7,92.0,0.3,1.6,1.6,0.67,13.2,0,1,4
51,2011,72.0,197.0,2,2.37,549.2783081,53.4,2,9.0,6.81,89.0,0.3,1.7,1.6,0.666,13.0,0,1,0
51,2010,72.0,191.0,2,2.36,469.3904193,52.8,2,89.0,6.91,89.0,0.3,1.7,1.6,0.662,12.9,0,1,4
51,2009,71.4,23.0,2,2.55,416.4338399,52.1,2,91.0,6.83,91.0,0.3,1.7,1.6,0.662,12.8,0,1,4
51,2008,71.7,194.0,2,2.68,53.95949877,51.4,3,98.0,6.21,98.0,0.3,1.8,1.7,0.659,13.4,0,1,4
51,2007,71.2,23.0,2,2.83,52.30172215,5.8,3,99.0,6.32,99.0,0.3,1.8,1.7,0.657,12.9,0,1,4
51,2006,75.0,211.0,3,2.77,57.74562629,5.1,3,96.0,6.68,96.0,0.2,1.8,1.7,0.651,12.9,0,1,4
51,2005,71.0,213.0,3,2.77,440.6027042,49.4,3,89.0,7.19,89.0,0.2,1.9,1.8,0.644,12.7,0,1,4
51,2004,70.0,215.0,3,2.9,398.6058322,48.6,3,9.0,7.3,9.0,0.3,1.9,1.8,0.636,12.4,0,1,0
51,2003,69.9,29.0,3,3.1,400.1342971,47.8,4,93.0,7.61,94.0,0.3,2.0,1.9,0.628,12.0,0,1,4
51,2002,73.0,24.0,3,2.97,29.68529375,47.0,4,81.0,7.9,81.0,0.4,2.0,1.9,0.621,11.8,0,1,4
51,2001,68.9,219.0,4,2.88,332.1056586,46.2,4,94.0,8.2,92.0,0.4,2.1,2.0,0.615,11.6,0,1,4
51,2000,69.0,218.0,4,2.79,353.6690328,45.3,5,98.0,8.17,99.0,0.4,2.1,2.0,0.607,11.3,0,1,4
52,2015,58.2,32.0,3,3.755,0.0,24.5,4,17.0,5.755,16.0,4.2,8.4,8.3,0.582,9.2,0,0,0
52,2014,57.9,32.0,3,0.01,13.40477417,24.0,4,24.0,3.8,2.0,4.4,8.5,8.4,0.582,9.2,0,0,3
52,2013,57.4,327.0,3,10.72,156.3907685,23.5,4,3.0,3.73,3.0,5.7,8.6,8.6,0.586,9.2,0,0,0
52,2012,56.7,337.0,3,11.89,1500.412635,23.0,4,3.0,4.0,24.0,8.2,8.7,8.7,0.583,9.2,0,0,0
52,2011,56.2,344.0,3,10.99,1493.051277,22.6,4,39.0,3.29,41.0,7.7,8.9,8.8,0.58,9.2,0,0,3
52,2010,56.1,339.0,3,9.93,1192.696619,22.1,4,59.0,3.84,44.0,7.2,9.0,9.0,0.589,9.2,0,0,1
52,2009,55.7,34.0,3,7.97,115.0692415,21.7,4,57.0,5.32,43.0,7.3,9.2,9.2,0.59,9.1,0,0,1
52,2008,55.4,338.0,3,8.34,1705.678619,21.3,4,55.0,2.31,42.0,6.3,9.3,9.3,0.592,9.1,0,0,1
52,2007,55.0,339.0,3,6.86,1024.519543,2.9,4,54.0,2.25,41.0,5.9,9.5,9.5,0.587,9.0,0,0,1
52,2006,54.8,337.0,3,7.28,827.5979335,2.5,4,52.0,2.13,4.0,5.3,9.7,9.6,0.569,9.0,0,0,1
52,2005,54.4,337.0,3,7.19,12.0661671,2.2,4,5.0,1.63,39.0,4.9,9.8,9.8,0.563,8.7,0,0,0
52,2004,54.1,336.0,3,6.28,44.54768305,19.8,4,48.0,2.4,38.0,4.4,1.0,1.0,0.553,8.5,0,0,1
52,2003,53.8,334.0,3,7.13,309.7834587,19.5,4,46.0,2.23,37.0,3.6,1.2,1.1,0.554,8.4,0,0,1
52,2002,53.5,334.0,3,6.01,234.7874207,19.1,4,44.0,2.5,36.0,2.9,1.4,1.3,0.542,8.2,0,0,1
52,2001,53.1,334.0,3,5.07,197.7839552,18.7,4,43.0,1.78,35.0,2.3,1.6,1.4,0.527,8.0,0,0,1
52,2000,52.7,336.0,3,4.46,14.95451321,18.3,4,41.0,2.73,34.0,1.9,1.7,1.6,0.0,0.0,0,0,3
53,2015,64.7,255.0,5,3.755,0.0,18.6,7,95.0,5.755,95.0,0.4,8.4,8.2,0.418,5.0,0,1,4
53,2014,64.4,261.0,5,0.01,0.0,18.0,8,94.0,3.34,94.0,0.4,8.5,8.3,0.416,5.0,0,1,4
53,2013,64.0,266.0,6,0.01,0.0,17.5,8,94.0,3.1,94.0,0.5,8.6,8.4,0.414,5.0,0,1,4
53,2012,63.6,274.0,6,0.01,0.0,17.0,8,94.0,2.98,94.0,0.6,8.7,8.6,0.41,5.0,0,1,4
53,2011,62.9,286.0,6,0.62,20.97991915,16.5,8,96.0,3.6,96.0,0.7,8.8,8.7,0.405,5.0,0,1,4
53,2010,62.1,298.0,6,0.61,17.35739784,16.0,9,9.0,3.24,9.0,0.9,8.9,8.8,0.404,5.1,0,1,0
53,2009,61.4,311.0,6,0.63,1.575160196,15.5,9,92.0,3.3,92.0,1.0,9.0,8.9,0.402,5.2,0,1,4
53,2008,67.0,322.0,6,0.49,11.76572311,15.1,9,94.0,3.69,94.0,1.1,9.1,9.1,0.406,5.2,0,1,4
53,2007,62.0,329.0,6,1.23,11.42385961,14.7,9,91.0,3.29,91.0,1.3,9.2,9.2,0.405,5.3,0,1,4
53,2006,59.7,336.0,7,0.97,10.60269773,14.3,9,94.0,3.3,94.0,1.4,9.3,9.3,0.405,5.3,0,0,4
53,2005,59.4,34.0,7,1.07,5.064688968,13.9,9,96.0,2.97,96.0,1.6,9.4,9.5,0.0,5.4,0,0,4
53,2004,59.1,342.0,7,0.64,10.26097341,13.6,10,98.0,3.14,98.0,1.8,9.6,9.6,0.0,5.0,0,0,4
53,2003,58.8,343.0,7,0.56,6.913998013,13.3,10,95.0,3.5,93.0,1.9,9.7,9.7,0.0,4.7,0,0,4
53,2002,58.5,343.0,7,0.83,0.703132179,13.1,10,92.0,4.2,9.0,1.9,9.9,9.9,0.0,4.4,0,0,4
53,2001,58.1,345.0,7,0.61,5.593619538,12.8,10,89.0,3.95,86.0,2.0,1.0,1.0,0.0,4.3,0,0,4
53,2000,45.3,593.0,7,0.83,0.735940361,12.6,10,82.0,4.43,81.0,1.9,1.2,1.1,0.0,3.9,0,0,4
54,2015,77.6,119.0,0,3.755,0.0,59.9,0,93.0,5.755,93.0,0.1,1.9,1.9,0.863,16.5,0,1,4
54,2014,77.3,122.0,0,0.01,2700.07305,59.4,0,93.0,6.38,93.0,0.1,1.9,1.9,0.86,16.5,0,1,4
54,2013,76.9,127.0,0,0.01,261.2914808,59.0,0,94.0,6.48,94.0,0.1,1.9,1.9,0.856,16.5,0,1,4
54,2012,76.3,135.0,0,0.01,2263.103797,58.5,0,94.0,6.36,94.0,0.1,1.9,1.9,0.85,16.5,0,1,4
54,2011,76.1,138.0,0,0.01,2146.945741,58.0,0,93.0,5.83,93.0,0.1,1.9,2.0,0.838,16.4,0,1,4
54,2010,75.6,137.0,0,14.97,1802.017593,57.6,0,94.0,6.25,94.0,0.1,1.9,2.0,0.833,16.2,0,1,4
54,2009,74.9,156.0,0,15.04,1717.088711,57.1,0,95.0,6.93,95.0,0.1,2.0,2.0,0.836,16.1,0,1,4
54,2008,74.2,167.0,0,16.99,225.0723618,56.7,0,95.0,6.6,95.0,0.1,2.0,2.1,0.835,16.1,0,1,4
54,2007,73.0,189.0,0,17.87,1904.12469,56.3,0,95.0,5.16,95.0,0.1,2.0,2.1,0.829,16.1,0,1,4
54,2006,73.0,188.0,0,16.58,244.3510801,55.9,0,95.0,5.1,95.0,0.1,2.1,2.2,0.822,16.1,0,1,4
54,2005,72.8,189.0,0,15.52,153.5045263,55.5,0,96.0,5.2,96.0,0.1,2.1,2.2,0.812,15.9,0,1,4
54,2004,72.3,195.0,0,15.07,101.1201161,55.2,0,95.0,5.13,94.0,0.1,2.2,2.3,0.805,15.7,0,1,4
54,2003,71.9,199.0,0,11.64,132.7233922,54.9,0,95.0,4.92,94.0,0.1,2.2,2.3,0.798,15.6,0,1,4
54,2002,71.2,211.0,0,11.48,7.806042825,54.6,0,94.0,4.84,94.0,0.1,2.3,2.4,0.791,15.4,0,1,4
54,2001,78.0,225.0,0,0.01,88.62945822,54.3,0,94.0,4.85,94.0,0.1,2.4,2.5,0.781,15.0,0,1,4
54,2000,78.0,218.0,0,0.01,5.34809451,54.0,0,93.0,5.28,93.0,0.1,2.5,2.5,0.764,14.4,0,1,4
55,2015,64.8,225.0,136,3.755,0.0,17.6,194,75.0,5.755,77.0,0.6,1.4,1.2,0.441,8.4,0,1,2
55,2014,64.2,234.0,140,0.01,89.95805845,17.2,202,75.0,4.88,77.0,0.6,1.5,1.3,0.435,8.4,0,1,2
55,2013,63.7,237.0,145,1.86,8.313282039,16.8,211,7.0,5.19,72.0,0.9,1.6,1.4,0.427,8.4,0,1,0
55,2012,63.3,241.0,150,1.84,86.82551124,16.4,221,7.0,5.77,69.0,1.2,1.7,1.5,0.422,8.4,0,1,0
55,2011,62.6,249.0,156,1.32,67.77565369,16.0,231,7.0,6.55,65.0,1.4,1.9,1.6,0.411,8.2,0,1,0
55,2010,61.8,261.0,162,1.34,67.73374413,15.6,243,69.0,6.86,61.0,1.7,11.0,1.7,0.401,8.1,0,1,2
55,2009,68.0,274.0,169,1.17,53.77354001,15.3,256,65.0,4.41,58.0,2.0,11.1,1.8,0.393,8.1,0,1,2
55,2008,59.8,289.0,177,1.13,38.55783268,14.9,270,63.0,4.28,54.0,2.4,11.2,1.9,0.378,7.6,0,0,2
55,2007,58.5,39.0,186,1.06,30.46451811,14.5,286,61.0,4.69,5.0,2.8,11.3,11.0,0.362,7.1,0,0,2
55,2006,57.2,328.0,196,1.22,22.18952246,14.2,304,59.0,4.47,46.0,3.3,11.4,11.1,0.346,6.6,0,0,1
55,2005,56.0,343.0,206,0.99,18.03753133,13.8,323,56.0,4.2,44.0,3.7,11.5,11.2,0.325,5.8,0,0,1
55,2004,55.0,354.0,217,0.86,1.506962482,13.5,342,54.0,4.23,4.0,4.1,11.5,11.3,0.31,5.4,0,0,1
55,2003,54.0,363.0,228,0.79,10.97201912,13.2,360,55.0,4.64,37.0,4.4,11.6,11.5,0.306,5.2,0,0,1
55,2002,53.2,369.0,237,0.8,10.82452594,12.9,377,55.0,4.73,35.0,4.6,11.7,11.6,0.298,4.9,0,0,1
55,2001,52.5,372.0,246,0.85,1.186227577,12.6,392,55.0,4.26,32.0,4.9,11.8,11.7,0.283,4.3,0,0,1
55,2000,51.2,391.0,253,0.88,11.59481766,12.3,404,55.0,4.36,3.0,5.0,11.9,11.8,0.0,3.9,0,0,1
56,2015,69.9,188.0,0,3.755,0.0,62.7,0,99.0,5.755,99.0,0.1,4.0,3.7,0.734,15.3,0,1,4
56,2014,69.7,19.0,0,0.01,50.539484,61.9,0,99.0,4.49,99.0,0.1,4.0,3.7,0.727,15.2,0,1,4
56,2013,69.6,192.0,0,0.01,460.6487805,61.1,0,99.0,4.26,99.0,0.1,4.0,3.7,0.719,15.0,0,1,4
56,2012,69.4,195.0,0,0.01,431.4854874,6.2,0,99.0,4.16,99.0,0.1,4.0,3.7,0.714,14.9,0,1,4
56,2011,69.2,197.0,0,0.01,401.7931045,59.5,0,99.0,4.6,99.0,0.1,4.0,3.7,0.709,14.7,0,1,4
56,2010,69.1,2.0,0,2.25,62.08343533,58.7,0,99.0,4.23,99.0,0.1,4.0,3.7,0.706,14.6,0,1,4
56,2009,68.9,23.0,0,2.31,60.65068446,58.0,0,99.0,4.26,99.0,0.1,4.0,3.7,0.704,14.5,0,1,4
56,2008,68.7,26.0,0,1.95,81.04656111,57.3,0,99.0,3.68,99.0,0.1,4.0,3.7,0.7,14.3,0,1,4
56,2007,68.6,29.0,0,2.09,5.889526221,56.6,0,99.0,3.74,99.0,0.1,4.1,3.8,0.698,14.2,0,1,4
56,2006,68.5,211.0,0,2.06,52.1241634,55.9,0,98.0,3.84,98.0,0.1,4.1,3.8,0.695,14.0,0,1,4
56,2005,68.3,214.0,0,2.02,64.39203443,55.1,0,97.0,3.61,96.0,0.1,4.1,3.8,0.699,13.9,0,1,4
56,2004,68.1,218.0,0,1.63,43.99452464,54.2,0,96.0,3.61,95.0,0.1,4.2,3.9,0.691,13.4,0,1,4
56,2003,68.0,22.0,0,1.76,253.8196705,53.2,0,95.0,3.35,94.0,0.1,4.2,3.9,0.689,13.3,0,1,4
56,2002,67.9,22.0,0,1.85,206.071686,52.2,0,94.0,3.48,93.0,0.1,4.2,3.9,0.687,13.3,0,1,4
56,2001,67.8,221.0,0,1.93,20.7119129,51.2,0,92.0,3.28,91.0,0.1,4.3,4.0,0.683,13.2,0,1,4
56,2000,67.7,221.0,0,2.05,31.25834616,5.2,0,91.0,3.87,9.0,0.1,4.3,4.0,0.681,13.1,0,1,4
57,2015,81.1,76.0,0,3.755,0.0,62.1,0,97.0,5.755,97.0,0.1,0.9,0.8,0.893,17.0,0,2,4
